URLLength,HostLength,TLDLength,DotCount,DashCount,AtSymbolCount,PercentSymbolCount,EqualsSymbolCount,QuestionMarkCount,DigitCount,UniqueCharCount
115,15,3,2,2,0,20,0,0,30,34
80,14,3,1,6,0,0,0,0,1,25
96,10,3,1,9,1,0,1,1,10,33
106,10,2,2,7,0,2,4,1,9,34
96,15,3,1,7,0,0,1,1,8,32
99,18,3,1,10,0,0,0,0,11,29
329,9,3,1,8,0,96,0,0,116,33
102,6,2,1,2,0,0,3,1,4,30
128,11,3,1,0,0,36,0,0,40,25
81,9,4,1,0,0,21,0,0,25,24
92,14,3,3,0,0,0,2,1,20,35
92,10,6,3,6,0,0,0,0,6,33
67,14,3,3,0,0,0,2,1,6,31
69,15,3,3,0,0,0,0,0,33,25
137,12,3,11,0,0,0,1,1,32,38
189,7,2,1,2,0,16,6,1,34,38
86,12,3,1,8,0,0,0,0,0,27
100,6,2,1,6,0,0,0,0,1,21
99,11,3,2,1,0,3,3,1,5,36
129,13,3,2,0,0,0,5,1,27,35
66,11,3,2,0,0,0,4,1,2,26
134,12,3,12,0,0,0,1,1,39,41
81,13,3,2,1,0,0,8,1,17,31
90,9,4,1,0,0,24,0,0,28,22
81,9,4,1,0,0,21,0,0,24,24
83,14,3,1,8,0,0,0,0,8,27
89,15,3,4,3,0,0,1,1,4,31
115,17,3,1,12,0,0,0,0,2,27
85,10,6,2,4,0,0,0,0,0,26
89,13,3,1,8,0,0,0,0,6,32
109,7,2,1,0,0,0,8,1,15,30
84,8,3,1,8,0,0,0,0,1,26
89,13,6,2,0,0,0,0,0,7,27
278,11,3,3,5,0,56,2,1,80,46
118,6,2,1,6,0,0,0,0,1,21
130,12,2,1,1,0,35,0,0,38,30
125,14,3,1,13,0,0,0,0,11,29
87,12,3,1,11,0,0,0,0,10,26
63,9,4,1,0,0,15,0,0,21,24
184,17,3,2,0,0,0,12,1,9,33
118,18,3,1,11,0,0,0,0,7,28
99,9,4,1,0,0,27,0,0,29,26
115,13,3,1,14,0,0,0,0,10,31
140,12,3,11,0,0,0,1,1,31,45
94,6,2,2,5,0,0,0,0,1,23
67,12,3,2,7,0,0,0,0,17,27
65,18,3,3,0,0,0,0,0,0,21
90,9,4,1,0,0,24,0,0,31,20
84,8,2,1,5,0,0,0,0,20,33
111,10,3,2,0,0,0,9,1,4,29
234,10,2,1,6,0,64,0,0,32,31
81,9,4,1,0,0,21,0,0,23,23
168,13,3,1,2,0,48,0,0,55,34
107,10,3,2,0,0,0,9,1,4,30
99,17,3,1,7,0,0,0,0,0,24
55,18,3,2,0,0,0,0,0,0,23
83,13,3,1,0,0,0,0,0,2,29
94,13,6,2,0,0,0,0,0,6,28
83,11,3,1,6,0,0,0,0,7,26
104,12,3,1,9,0,0,0,0,7,29
98,14,3,2,6,0,0,0,0,8,27
73,21,6,4,0,0,0,0,0,0,25
71,16,3,3,0,0,0,0,0,24,29
47,24,3,2,0,0,0,0,0,0,19
97,15,3,1,4,0,0,0,0,7,30
91,11,3,1,11,0,0,0,0,10,34
64,10,3,1,0,0,0,3,1,4,30
86,10,2,2,8,0,0,0,0,6,32
89,10,3,1,11,0,0,0,0,13,28
97,12,3,1,7,0,0,0,0,10,29
86,15,2,1,0,0,0,0,0,12,37
289,11,3,2,1,0,68,1,1,84,46
90,13,6,2,0,0,0,0,0,7,27
128,12,3,9,0,0,0,1,1,39,39
113,15,3,1,6,0,0,1,1,10,37
93,10,3,1,5,0,0,0,0,32,32
87,14,3,1,7,0,0,0,0,0,25
92,11,3,1,8,0,0,0,0,14,32
81,9,4,1,0,0,21,0,0,25,23
82,13,3,3,0,0,0,3,1,3,31
99,9,4,1,0,0,27,0,0,32,25
93,15,2,2,1,0,0,0,0,18,38
101,10,3,1,11,0,0,1,1,8,31
121,14,3,1,14,0,0,0,0,7,30
250,6,2,1,0,0,30,8,1,54,39
126,15,2,2,2,0,4,0,0,11,37
90,9,4,1,0,0,24,0,0,26,23
90,15,3,1,8,0,0,0,0,8,29
81,9,4,1,0,0,21,0,0,26,25
106,12,3,1,10,0,0,0,0,10,32
89,14,3,2,0,0,0,5,1,5,31
87,10,3,1,8,0,0,0,0,8,26
140,10,3,1,19,0,0,0,0,7,33
71,14,3,1,4,0,0,0,0,4,26
96,11,3,2,0,0,3,6,1,13,33
99,12,3,1,6,0,0,0,0,8,28
171,13,3,3,0,0,0,19,1,26,36
120,14,3,1,15,0,0,0,0,8,30
70,14,2,3,0,0,0,0,0,4,24
123,15,6,3,1,0,0,5,1,28,41
193,10,2,2,8,0,0,6,1,45,41
107,15,6,3,9,0,0,0,0,7,29
89,18,3,1,0,0,0,0,0,37,29
92,10,3,1,5,0,0,0,0,4,28
138,23,3,7,7,0,0,1,1,5,30
223,9,2,3,0,0,15,3,1,29,39
91,15,3,2,12,0,0,0,0,3,24
98,11,2,2,9,0,0,0,0,9,25
86,12,2,2,11,0,0,0,0,0,23
125,11,3,1,12,0,0,0,0,0,26
187,9,2,1,0,0,54,0,0,57,26
95,10,3,1,12,0,0,0,0,7,28
84,10,3,1,4,0,0,0,0,4,29
97,10,3,1,5,0,0,0,0,30,34
111,6,2,1,2,0,2,4,1,4,31
81,9,4,1,0,0,21,0,0,26,23
86,13,2,1,8,0,0,0,0,2,26
86,12,3,2,0,0,0,4,1,10,30
107,6,2,1,2,0,0,7,1,3,32
99,11,3,2,6,0,0,2,1,2,38
82,13,2,4,1,0,0,1,1,3,27
107,14,3,1,10,0,0,0,0,8,30
83,12,3,1,2,0,0,0,0,8,28
100,12,3,1,8,0,0,0,0,10,28
99,9,4,1,0,0,27,0,0,34,23
99,13,2,2,14,0,0,0,0,6,27
70,21,6,3,0,0,0,1,1,3,26
107,10,3,2,0,0,0,9,1,5,32
72,9,4,1,0,0,18,0,0,24,26
81,9,4,1,0,0,21,0,0,26,24
116,11,5,2,13,0,0,0,0,20,32
66,16,2,3,0,0,0,0,0,25,28
137,10,3,1,19,0,0,0,0,9,28
86,10,3,2,7,0,0,0,0,5,31
81,9,4,1,0,0,21,0,0,28,21
77,23,3,4,2,0,0,1,1,3,28
92,14,3,3,0,0,0,2,1,20,35
99,9,4,1,0,0,27,0,0,34,24
113,9,2,2,15,0,0,0,0,19,30
66,14,3,2,0,0,0,3,1,0,25
85,15,2,7,1,0,0,0,0,17,36
87,15,3,1,9,0,0,0,0,9,31
118,14,3,1,0,0,14,1,1,22,38
97,14,3,1,7,0,0,0,0,7,27
91,15,3,1,4,0,0,0,0,8,31
64,14,3,4,0,0,0,1,1,11,25
88,13,6,2,0,0,0,0,0,5,25
106,15,6,3,16,0,0,0,0,10,32
70,14,3,1,5,0,0,0,0,3,25
92,13,3,2,4,0,0,0,0,1,26
174,9,3,1,4,0,46,0,0,61,32
128,13,3,1,14,0,0,0,0,4,30
154,12,2,1,1,0,43,0,0,45,30
90,11,3,1,8,0,0,0,0,0,23
121,17,3,1,13,0,0,0,0,0,26
103,9,5,2,8,0,0,0,0,1,23
101,7,2,1,12,0,0,0,0,2,30
67,13,3,3,0,0,0,0,0,19,30
87,9,3,1,11,0,0,0,0,6,29
87,15,3,1,0,0,0,0,0,18,26
72,9,4,1,0,0,18,0,0,19,23
202,11,3,2,2,0,35,1,1,50,45
106,10,2,1,3,0,4,1,1,13,35
83,17,3,2,5,0,0,0,0,8,29
90,10,3,1,8,0,0,1,1,5,28
92,14,3,1,5,0,0,0,0,6,29
117,11,3,2,11,0,0,1,1,5,32
94,10,2,2,11,0,0,0,0,16,30
89,11,5,2,8,0,0,0,0,17,32
88,15,3,2,9,0,6,0,0,13,29
88,14,3,2,0,0,0,5,1,5,30
87,14,3,1,9,0,0,0,0,8,28
91,12,6,2,2,0,0,2,1,4,32
85,11,3,1,7,0,0,0,0,0,24
103,9,2,2,13,0,0,0,0,19,33
102,11,3,1,9,0,0,0,0,10,31
119,13,3,5,0,0,0,4,1,29,35
108,14,3,2,12,0,0,0,0,12,30
108,11,3,1,10,0,0,0,0,0,23
67,14,3,3,0,0,0,2,1,6,30
99,9,4,1,0,0,27,0,0,35,25
101,18,3,1,6,0,0,0,0,7,28
74,11,6,3,1,0,0,0,0,0,23
76,21,6,4,0,0,0,0,0,0,25
77,13,2,2,0,0,0,4,1,3,31
265,13,3,1,7,0,68,0,0,82,36
147,15,3,2,1,0,2,2,1,4,40
106,14,3,1,9,0,0,0,0,16,31
83,10,3,1,2,0,0,0,0,35,30
92,12,6,3,2,0,0,0,0,0,26
73,18,3,3,0,0,0,1,1,0,25
103,6,3,1,14,0,0,0,0,10,31
64,11,3,2,0,0,0,4,1,2,25
90,9,4,1,0,0,24,0,0,31,20
87,15,3,1,0,0,0,0,0,21,29
118,11,3,1,11,0,0,0,0,0,23
67,13,3,2,0,0,0,0,0,11,28
99,17,3,1,7,0,0,0,0,0,27
85,12,3,4,0,0,0,0,0,7,29
100,18,3,3,0,0,0,1,1,45,36
117,13,3,1,12,0,0,0,0,6,30
71,19,3,4,0,0,0,0,0,3,24
91,12,3,2,10,0,0,0,0,0,26
74,14,3,2,0,0,0,2,1,0,27
90,16,3,1,8,0,0,0,0,7,30
96,9,3,1,7,0,0,2,1,17,38
126,12,3,1,12,0,0,0,0,10,28
126,9,3,1,9,0,0,0,0,18,31
97,11,3,2,7,0,0,0,0,8,31
65,30,3,2,0,0,0,0,0,0,23
99,9,4,1,0,0,27,0,0,29,22
104,9,3,1,8,0,0,2,1,19,36
106,10,3,2,0,0,0,9,1,3,30
87,12,3,1,11,0,0,0,0,11,28
94,7,3,1,13,0,0,0,0,8,26
106,10,3,2,0,0,0,9,1,4,28
93,9,5,2,4,0,0,0,0,1,21
85,15,3,2,12,0,0,0,0,3,21
139,12,3,9,0,0,0,1,1,26,41
90,9,4,1,0,0,24,0,0,29,25
114,11,3,2,13,0,0,0,0,1,26
135,14,3,2,1,0,30,0,0,36,30
119,10,3,1,10,0,0,0,0,36,40
95,8,3,1,10,0,0,0,0,6,29
86,17,3,1,6,0,0,0,0,12,29
120,11,3,2,10,0,0,4,1,1,42
81,9,4,1,0,0,21,0,0,28,22
264,11,3,2,1,0,59,1,1,78,47
128,14,3,2,6,0,24,0,0,36,33
89,13,2,1,0,0,18,0,0,15,29
86,10,3,1,8,0,0,0,0,8,30
90,9,4,1,0,0,24,0,0,31,23
100,15,2,2,3,0,1,0,0,10,35
83,22,3,3,1,0,0,0,0,26,30
64,12,3,3,0,0,0,3,1,17,29
95,10,3,1,10,0,0,0,0,5,28
107,10,3,2,0,0,0,9,1,4,30
109,15,2,2,0,0,0,0,0,13,39
300,11,3,2,1,0,71,1,1,96,47
92,11,3,1,8,0,0,0,0,7,30
66,11,3,2,0,0,0,4,1,2,25
263,9,3,1,9,0,74,0,0,86,35
91,11,3,1,8,0,0,0,0,0,23
83,8,3,1,7,0,0,0,0,2,26
118,12,3,1,9,0,0,0,0,2,31
87,15,3,1,0,0,0,0,0,20,29
101,15,3,1,8,0,0,0,0,6,31
100,14,3,2,0,0,24,0,0,23,29
96,6,2,1,6,0,0,0,0,8,30
98,13,2,2,14,0,0,0,0,6,28
76,14,3,1,6,0,0,0,0,0,22
96,21,6,3,2,0,0,0,0,4,27
115,9,5,2,2,0,2,4,1,3,34
89,10,3,1,5,0,0,0,0,4,29
85,10,3,1,8,0,0,0,0,10,31
88,15,3,1,0,0,0,2,1,0,27
140,10,3,1,13,0,0,0,0,36,41
212,9,2,1,0,0,63,0,0,78,28
165,15,3,3,2,0,4,2,1,10,40
103,6,3,1,11,0,0,0,0,4,32
84,15,2,1,0,0,6,1,1,12,28
63,9,4,1,0,0,15,0,0,21,22
84,11,3,2,2,0,0,0,0,4,30
106,11,5,2,14,0,0,0,0,15,27
83,13,2,1,0,0,16,0,0,9,26
91,14,3,1,7,0,0,0,0,8,31
69,18,2,2,1,0,0,0,0,1,24
110,12,6,3,5,0,0,0,0,0,25
130,6,2,1,1,0,4,4,1,4,33
98,8,3,1,15,0,0,0,0,0,23
88,13,3,2,1,0,6,2,1,7,28
90,9,4,1,0,0,24,0,0,33,24
94,15,3,2,13,0,3,0,0,8,29
379,11,3,2,1,0,98,1,1,117,45
95,15,3,1,5,0,0,0,0,7,28
69,18,3,3,5,0,0,0,0,0,23
161,12,3,17,0,0,0,1,1,38,42
96,17,3,2,14,0,0,0,0,0,24
87,15,2,1,0,0,0,0,0,14,37
71,14,3,1,5,0,0,0,0,3,24
72,9,4,1,0,0,18,0,0,18,21
114,15,3,1,12,0,0,0,0,8,32
90,9,4,1,0,0,24,0,0,31,20
89,15,2,2,1,0,2,0,0,19,35
67,12,3,2,7,0,0,0,0,16,27
174,7,3,1,2,0,45,0,0,57,33
100,7,3,1,10,0,0,0,0,7,29
92,10,3,2,8,0,0,1,1,9,33
159,7,3,1,2,0,39,0,0,57,34
185,17,3,2,0,0,0,12,1,9,32
92,10,3,1,11,0,0,0,0,6,29
65,11,3,2,0,0,0,0,0,18,27
87,12,3,2,0,0,0,1,1,8,34
90,8,3,1,11,0,0,0,0,0,22
80,14,3,3,0,0,0,1,1,20,35
95,10,2,3,0,0,0,7,1,25,35
81,9,4,1,0,0,21,0,0,28,25
114,10,2,2,8,0,2,4,1,9,33
81,9,4,1,0,0,21,0,0,26,21
99,9,4,1,0,0,27,0,0,29,24
88,14,3,2,0,0,0,5,1,5,30
72,21,6,4,0,0,0,0,0,0,26
130,9,3,1,2,0,32,0,0,40,29
67,14,3,3,0,0,0,2,1,6,30
83,6,2,2,3,0,0,0,0,1,23
95,15,3,2,0,0,0,4,1,5,35
66,11,3,2,0,0,0,4,1,2,25
132,14,3,2,13,0,0,0,0,8,32
88,6,3,1,10,0,0,0,0,6,30
90,9,4,1,0,0,24,0,0,27,25
93,10,2,7,0,0,0,0,0,3,30
94,6,2,1,4,0,0,0,0,1,23
60,14,0,4,0,0,0,0,0,24,34
94,8,3,1,10,0,0,0,0,0,24
71,15,2,2,1,0,0,0,0,0,26
90,9,4,1,0,0,24,0,0,30,26
90,11,2,2,12,0,0,0,0,6,28
110,10,2,2,3,0,0,0,0,16,43
88,14,3,3,0,0,0,3,1,6,35
98,13,3,2,1,0,0,3,1,1,26
87,15,3,1,0,0,0,0,0,18,28
107,14,3,2,10,0,0,0,0,8,32
164,12,3,13,0,0,0,1,1,30,43
81,9,4,1,0,0,21,0,0,25,21
83,10,3,1,5,0,0,1,1,7,29
96,17,3,1,7,0,0,0,0,8,29
96,11,3,2,0,0,3,6,1,15,31
99,15,6,2,7,0,0,0,0,0,22
99,9,4,1,0,0,27,0,0,29,24
68,25,3,3,1,0,0,0,0,0,20
94,13,3,1,9,0,0,0,0,14,31
81,14,3,1,7,0,0,0,0,4,26
99,9,4,1,0,0,27,0,0,34,26
81,9,4,1,0,0,21,0,0,23,22
94,17,3,1,8,0,0,0,0,0,23
132,12,3,8,0,0,0,1,1,33,42
111,15,3,1,2,0,0,2,1,0,31
90,15,3,1,4,0,0,2,1,12,37
109,10,3,3,1,0,1,1,1,3,31
91,13,2,2,11,0,0,0,0,6,28
96,12,2,1,0,0,24,0,0,25,27
286,9,3,1,9,0,82,0,0,94,32
119,10,2,2,8,0,2,4,1,13,36
97,10,3,1,11,0,0,0,0,6,30
90,12,3,2,0,0,0,0,0,7,30
121,19,6,4,12,0,0,0,0,9,28
85,12,3,1,7,0,0,0,0,7,29
98,15,3,6,2,0,0,2,1,6,30
91,17,3,1,7,0,0,0,0,8,31
115,11,3,1,15,0,0,0,0,0,24
87,15,3,1,0,0,0,0,0,19,27
104,9,2,2,13,0,0,0,0,19,33
91,13,2,2,12,0,0,0,0,6,26
92,13,3,1,8,0,0,0,0,6,26
126,15,3,1,12,0,0,1,1,9,36
81,11,3,1,8,0,0,0,0,0,25
100,15,6,3,13,0,0,0,0,14,29
90,9,4,1,0,0,24,0,0,28,23
85,6,2,2,4,0,0,0,0,1,22
112,13,2,2,21,0,0,0,0,7,27
55,10,3,2,0,0,0,0,0,0,21
112,17,3,1,1,0,24,0,0,29,31
87,6,2,1,7,0,0,0,0,8,28
98,17,3,1,4,0,0,0,0,22,32
131,9,3,1,6,0,0,0,0,15,30
83,9,3,1,6,0,0,0,0,0,22
98,15,3,1,11,0,0,0,0,5,29
77,20,3,3,0,0,2,0,1,7,35
63,9,4,1,0,0,15,0,0,19,24
134,12,3,9,0,0,0,1,1,25,40
110,11,3,1,11,0,0,0,0,14,31
256,9,3,1,9,0,72,0,0,87,31
108,10,3,2,0,0,0,9,1,4,30
150,6,2,1,12,0,0,0,0,8,30
100,9,2,2,13,0,0,0,0,19,31
96,11,3,1,5,0,0,0,0,14,30
96,9,2,2,11,0,0,0,0,19,31
114,10,3,4,8,0,1,0,0,4,24
120,20,3,4,0,0,0,2,0,49,33
97,10,3,1,7,0,0,0,0,7,33
85,15,6,2,5,0,0,0,0,0,22
102,15,3,1,8,0,0,2,1,15,36
84,9,2,2,8,0,0,0,0,19,29
92,6,2,1,8,0,0,0,0,9,30
93,10,2,2,0,0,0,2,1,31,35
92,12,3,1,8,0,0,0,0,10,30
206,9,3,1,6,0,56,0,0,66,32
65,23,3,2,1,0,0,0,0,0,23
80,11,3,1,8,0,0,0,0,0,24
90,12,3,1,7,0,0,0,0,0,31
108,7,3,1,12,0,0,0,0,7,26
99,9,4,1,0,0,27,0,0,32,23
104,13,6,2,0,0,0,0,0,6,30
106,11,3,2,1,0,4,3,1,7,40
119,10,2,2,8,0,2,4,1,13,35
100,13,3,2,0,0,9,4,1,15,38
141,13,2,1,9,0,0,3,1,7,34
134,14,3,3,0,0,0,1,0,18,48
63,9,4,1,0,0,15,0,0,21,24
123,9,5,2,3,0,2,4,1,3,33
96,19,2,3,0,0,2,1,1,19,34
90,9,4,1,0,0,24,0,0,30,22
152,12,3,12,0,0,0,1,1,29,42
129,9,3,1,1,0,32,0,0,41,30
87,15,3,1,0,0,0,0,0,19,28
84,11,3,1,8,0,0,0,0,8,27
86,13,3,1,10,0,0,0,0,13,28
71,19,3,4,0,0,0,0,0,3,24
92,9,3,1,9,0,0,0,0,5,28
71,14,3,4,0,0,0,0,0,27,30
92,9,3,1,9,0,0,0,0,1,25
143,15,2,4,2,0,8,0,0,35,44
86,10,3,1,4,0,0,0,0,4,29
321,9,3,1,10,0,92,0,0,118,31
66,12,3,1,5,0,0,0,0,0,21
99,9,4,1,0,0,27,0,0,34,22
89,10,2,2,12,0,0,0,0,15,33
90,15,3,2,14,0,0,0,0,3,26
106,12,3,2,12,0,0,0,0,11,33
110,10,2,2,7,0,2,4,1,13,34
89,9,3,1,1,0,20,0,0,24,26
109,12,3,1,8,0,0,0,0,10,30
85,11,3,1,8,0,0,0,0,8,28
86,15,3,2,0,0,0,6,1,10,30
90,13,2,1,8,0,0,0,0,3,26
100,7,3,1,9,0,0,0,0,11,30
133,17,3,1,17,0,0,0,0,0,27
104,18,3,1,12,0,0,0,0,9,30
113,6,2,2,1,0,14,0,0,22,51
85,11,3,2,0,0,0,1,1,15,31
93,13,3,1,9,0,0,0,0,8,29
134,12,3,2,18,0,0,0,0,21,35
114,9,2,2,15,0,0,0,0,19,31
120,13,3,1,15,0,0,0,0,5,28
138,13,6,2,0,0,0,0,0,6,29
110,10,3,2,0,0,0,9,1,4,29
123,17,3,1,14,0,0,0,0,8,32
368,9,3,1,11,0,108,0,0,127,34
102,17,3,1,8,0,0,0,0,2,26
344,9,3,1,13,0,98,0,0,115,36
85,12,3,1,5,0,0,0,0,12,28
83,10,3,1,9,0,0,0,0,10,31
102,14,3,1,7,0,0,0,0,8,32
271,11,3,2,1,0,62,1,1,76,44
128,14,3,2,6,0,24,0,0,36,33
100,9,2,3,0,0,2,3,2,13,42
97,13,3,1,11,0,0,0,0,10,30
114,15,6,2,7,0,0,0,0,0,26
118,13,6,2,0,0,0,0,0,25,32
107,12,3,1,6,0,0,2,1,6,38
87,15,3,1,0,0,0,0,0,22,30
88,7,2,2,0,0,0,0,1,10,30
92,14,3,3,0,0,0,2,1,20,35
101,17,3,2,15,0,0,0,0,5,26
81,9,4,1,0,0,21,0,0,26,24
189,7,2,1,2,0,16,6,1,34,38
154,9,3,1,6,0,36,0,0,42,29
86,7,3,1,10,0,0,0,0,6,27
99,9,4,1,0,0,27,0,0,32,24
127,12,3,7,0,0,0,1,1,29,40
82,21,6,3,0,0,0,3,1,1,29
87,12,3,1,10,0,0,0,0,8,27
125,15,3,1,1,0,2,2,1,4,37
120,13,3,1,13,0,0,0,0,4,28
106,16,3,1,10,0,0,0,0,7,28
83,15,3,1,8,0,0,0,0,5,32
99,9,4,1,0,0,27,0,0,31,22
107,10,2,1,4,0,4,1,1,16,37
109,12,3,2,0,0,0,1,1,7,29
86,17,3,3,3,0,2,1,1,9,31
86,15,3,2,0,0,0,6,1,10,30
63,9,4,1,0,0,15,0,0,21,21
84,13,3,2,0,0,0,2,1,10,33
113,11,3,1,15,0,0,0,0,7,32
71,15,3,2,1,0,3,0,0,10,30
123,12,2,1,0,0,33,0,0,36,28
201,7,3,1,2,0,54,0,0,64,35
130,6,2,1,2,0,32,1,1,33,33
100,15,2,2,1,0,1,0,0,9,36
105,14,3,2,11,0,0,0,0,8,29
90,9,4,1,0,0,24,0,0,32,25
224,11,3,5,4,0,35,2,1,61,47
245,13,3,3,0,0,10,4,1,42,46
105,14,3,1,10,0,0,0,0,8,32
118,17,3,1,15,0,0,0,0,1,25
120,10,2,2,8,0,2,4,1,14,34
99,6,3,1,9,0,0,0,0,4,31
74,11,3,2,0,0,0,5,1,2,28
93,11,2,1,2,0,0,0,0,0,25
156,7,3,1,2,0,39,0,0,47,34
124,15,3,1,11,0,0,1,1,9,32
92,13,3,1,7,0,0,0,0,6,28
349,11,3,1,0,0,0,0,0,46,64
92,12,3,1,6,0,0,0,0,3,26
110,13,3,2,6,0,0,1,1,17,36
72,9,4,1,0,0,18,0,0,25,23
113,10,2,2,7,0,2,5,1,14,37
87,12,3,2,1,0,0,7,1,2,31
87,15,3,1,9,0,0,0,0,5,31
87,15,2,1,1,0,2,1,1,3,31
90,11,3,1,9,0,0,0,0,0,23
81,9,4,1,0,0,21,0,0,27,23
105,9,5,2,4,0,0,0,0,1,22
106,10,3,2,0,0,0,9,1,3,29
91,17,6,3,9,0,0,0,0,8,29
56,26,3,2,1,0,0,0,0,0,22
96,9,2,2,13,0,0,0,0,18,29
110,10,2,2,6,0,2,5,1,14,36
107,15,6,3,14,0,0,0,0,6,27
113,15,3,1,13,0,0,0,0,6,26
97,15,3,1,5,0,0,0,0,8,30
86,9,3,1,6,0,0,0,0,6,29
123,14,3,2,12,0,0,0,0,8,32
85,9,3,1,11,0,0,0,0,6,27
93,12,2,1,0,0,23,0,0,23,26
178,9,3,1,6,0,44,0,0,56,31
559,11,3,4,4,0,144,2,1,162,49
97,12,3,1,4,0,0,0,0,28,29
72,21,6,4,0,0,0,0,0,0,25
130,6,2,1,8,0,0,0,0,1,22
65,12,3,1,7,0,0,0,0,3,26
263,11,3,2,1,0,59,1,1,71,46
122,13,6,2,0,0,0,0,0,6,30
98,11,5,2,9,0,0,0,0,15,32
72,9,4,1,0,0,18,0,0,25,23
95,13,2,2,13,0,0,0,0,7,24
99,9,4,1,0,0,27,0,0,30,24
123,15,2,2,1,0,8,0,0,20,39
101,15,3,1,9,0,0,1,1,8,30
97,10,2,2,2,0,0,0,0,4,43
85,13,3,1,6,0,0,0,0,6,30
83,12,3,1,5,0,0,0,0,0,22
86,12,3,1,5,0,0,0,0,4,27
81,9,4,1,0,0,21,0,0,28,23
99,17,3,2,15,0,0,0,0,0,22
159,12,3,15,0,0,0,1,1,31,41
103,15,6,3,15,0,0,0,0,14,31
81,9,4,1,0,0,21,0,0,23,22
75,11,3,1,5,0,0,0,0,0,23
132,15,3,1,11,0,0,1,1,12,36
81,9,4,1,0,0,21,0,0,26,22
89,6,3,1,10,0,0,0,0,4,33
98,14,3,7,3,0,0,1,1,13,31
90,15,3,1,9,0,0,0,0,8,29
106,10,3,2,0,0,0,9,1,3,29
138,12,3,10,0,0,0,1,1,37,44
225,9,3,1,6,0,62,0,0,77,31
65,13,2,2,1,0,0,0,0,0,21
67,15,3,4,0,0,0,1,1,20,25
136,15,6,2,13,0,0,0,0,0,24
89,9,3,1,6,0,0,0,0,6,27
96,9,3,1,6,0,0,1,1,1,26
81,11,3,1,8,0,0,0,0,0,25
99,9,4,1,0,0,27,0,0,34,24
83,11,3,1,8,0,0,0,0,0,25
89,10,3,1,6,0,0,1,1,6,28
102,15,3,2,17,0,0,0,0,3,25
81,9,4,1,0,0,21,0,0,24,21
86,14,3,1,4,0,0,0,0,8,28
68,15,3,3,0,0,0,2,1,7,31
151,11,3,2,14,0,0,1,1,7,35
95,8,3,1,10,0,0,0,0,6,30
91,14,3,1,8,0,0,0,0,8,27
89,10,6,2,4,0,0,0,0,0,25
81,9,4,1,0,0,21,0,0,28,25
106,12,3,2,11,0,0,0,0,0,26
99,9,4,1,0,0,27,0,0,33,27
93,11,2,2,14,0,0,0,0,7,26
91,10,3,1,10,0,0,0,0,10,27
114,25,3,5,3,0,0,1,1,4,30
90,9,3,1,7,0,0,2,1,18,35
192,7,3,1,2,0,51,0,0,65,35
162,12,3,12,0,0,0,1,1,31,44
140,12,3,12,0,0,0,1,1,37,43
91,9,3,1,5,0,0,2,1,18,35
92,8,3,1,10,0,0,0,0,6,27
99,9,4,1,0,0,27,0,0,34,23
87,13,3,2,1,0,0,2,1,0,24
85,11,2,2,11,0,0,0,0,6,26
53,19,5,3,0,0,0,0,0,0,21
90,7,2,2,0,0,0,4,1,4,29
64,15,3,2,0,0,0,0,0,0,22
120,14,3,1,0,0,0,3,1,27,34
1040,12,3,14,0,0,56,2,1,664,30
67,13,3,2,0,0,0,0,0,11,29
117,11,3,1,0,0,0,0,0,26,34
99,6,3,1,10,0,0,0,0,4,30
107,15,3,2,1,0,16,0,0,21,38
92,11,2,2,6,0,0,0,0,6,26
64,11,3,2,0,0,0,0,0,18,26
92,10,3,1,9,0,0,0,0,5,29
83,12,3,1,6,0,0,0,0,7,26
92,6,3,1,14,0,0,0,0,7,31
90,12,6,3,1,0,0,0,0,0,26
98,13,3,5,1,0,0,0,0,8,40
99,9,4,1,0,0,27,0,0,35,21
66,16,2,3,1,0,0,0,0,19,31
107,13,3,1,8,0,0,0,0,38,31
78,14,3,3,1,0,0,3,1,4,30
95,14,3,1,7,0,0,0,0,8,27
107,13,6,2,0,0,0,0,0,6,30
135,26,2,5,0,0,2,4,2,22,41
92,14,3,3,0,0,0,2,1,20,35
118,15,3,1,10,0,0,1,1,8,34
131,11,5,2,15,0,0,0,0,15,34
179,12,3,17,0,0,0,1,1,22,43
88,14,3,1,7,0,0,0,0,9,29
93,17,3,1,9,0,0,0,0,0,24
63,9,4,1,0,0,15,0,0,21,24
110,15,2,2,1,0,0,0,0,17,36
130,19,6,4,10,0,0,0,0,8,29
90,9,4,1,0,0,24,0,0,33,23
87,15,3,3,1,0,0,4,1,16,39
97,14,3,2,6,0,0,0,0,8,27
64,11,3,2,0,0,0,0,0,18,26
94,14,3,2,6,0,0,0,0,8,29
96,10,3,1,11,0,0,0,0,7,30
91,6,2,1,1,0,8,2,1,10,30
123,15,6,3,1,0,0,5,1,28,42
90,9,4,1,0,0,24,0,0,27,25
132,11,3,2,20,0,0,0,0,1,26
72,9,4,1,0,0,18,0,0,23,19
86,8,3,1,9,0,0,0,0,0,25
141,12,3,4,0,0,4,2,1,41,38
90,20,9,3,3,0,0,1,1,3,28
65,10,3,1,0,0,0,3,1,5,29
86,10,3,1,9,0,0,0,0,6,28
87,15,3,1,0,0,0,0,0,18,28
112,7,2,1,13,0,0,0,0,13,31
152,8,2,1,0,0,34,0,0,53,33
118,13,6,2,0,0,0,0,0,28,33
75,16,2,1,0,0,0,0,0,0,22
