URLLength,HostLength,TLDLength,DotCount,DashCount,@Count,%Count,=Count,?Count,DigitCount,UniqueCharCount,URLType
71,19,3,4,0,0,0,0,0,3,24,1
115,9,2,2,17,0,0,0,0,20,31,0
110,16,3,3,0,0,0,7,1,6,38,1
99,9,2,2,12,0,0,0,0,19,30,0
90,9,4,1,0,0,24,0,0,30,23,1
130,11,3,1,11,0,0,1,1,20,37,0
120,13,2,2,18,0,0,0,0,10,29,0
98,15,3,6,2,0,0,2,1,6,30,1
146,13,3,2,0,0,21,3,1,17,39,0
87,10,2,2,8,0,0,0,0,7,32,0
116,15,6,2,10,0,0,0,0,0,24,0
104,18,3,1,0,0,0,1,1,38,32,0
116,13,2,2,17,0,0,0,0,6,26,0
109,10,3,3,1,0,1,1,1,3,31,0
89,25,3,3,3,0,0,0,0,0,24,1
90,15,3,1,10,0,0,0,0,5,29,0
83,14,3,1,5,0,0,0,0,8,26,0
90,6,3,1,10,0,0,0,0,4,33,0
333,9,3,1,14,0,96,0,0,113,33,0
100,13,6,3,13,0,0,0,0,7,26,0
100,19,6,4,5,0,0,1,1,13,29,0
72,9,4,1,0,0,18,0,0,23,22,1
88,14,3,1,9,0,0,0,0,10,32,0
132,17,3,1,15,0,0,0,0,4,31,0
92,14,3,3,0,0,0,2,1,20,35,1
99,9,4,1,0,0,27,0,0,32,25,1
88,6,3,1,11,0,0,0,0,6,28,0
96,10,3,1,8,0,0,0,0,7,31,0
107,15,6,3,14,0,0,0,0,6,27,0
96,9,2,2,12,0,0,0,0,21,29,0
189,7,2,1,2,0,16,6,1,34,36,0
95,18,3,5,2,0,0,0,0,48,31,1
78,6,2,1,7,0,0,0,0,11,31,1
90,17,3,1,7,0,0,0,0,0,24,0
67,22,2,3,0,0,0,1,1,9,26,1
118,15,3,1,12,0,0,0,0,8,31,0
89,13,3,1,6,0,0,0,0,6,31,0
90,14,3,1,7,0,0,0,0,9,28,0
128,14,6,7,7,0,0,1,1,14,32,0
89,12,3,1,2,0,0,0,0,28,32,0
93,8,3,1,11,0,0,0,0,6,30,0
102,11,3,1,11,0,0,0,0,8,29,0
99,12,2,1,0,0,25,0,0,25,28,0
84,12,2,2,2,0,0,0,0,5,31,0
72,14,3,4,2,0,0,1,1,9,27,1
111,11,3,4,1,0,3,3,1,5,35,0
92,12,3,1,1,0,0,3,1,1,32,0
89,14,3,1,6,0,0,0,0,7,28,0
88,8,3,1,11,0,0,0,0,0,23,0
85,6,3,1,9,0,0,0,0,6,30,0
122,9,3,1,5,0,0,0,0,15,31,0
120,15,3,1,14,0,0,0,0,6,28,0
100,14,3,2,4,0,0,2,1,4,40,0
69,9,4,2,0,0,15,0,0,22,26,1
124,6,2,1,10,0,0,0,0,8,33,0
140,15,3,1,1,0,2,2,1,4,37,0
102,11,3,1,8,0,0,0,0,14,32,0
90,12,3,1,7,0,0,0,0,0,31,0
107,10,3,2,0,0,0,9,1,5,29,0
93,7,3,1,10,0,0,0,0,8,27,0
95,13,3,1,8,0,0,0,0,6,28,0
89,14,3,2,0,0,0,5,1,5,30,1
130,15,3,1,8,0,0,2,1,11,35,0
87,14,3,2,0,0,0,2,1,0,25,0
96,11,3,2,0,0,3,6,1,14,32,0
106,9,5,2,2,0,2,3,1,2,32,0
115,7,3,1,14,0,0,0,0,6,29,0
87,15,3,1,0,0,0,0,0,19,26,0
150,12,3,15,0,0,0,1,1,37,39,0
99,9,4,1,0,0,27,0,0,33,25,1
123,9,5,2,6,0,0,0,0,1,22,0
102,13,3,1,9,0,0,0,0,5,28,0
96,7,3,2,4,0,0,1,1,28,34,0
107,10,3,2,0,0,0,9,1,4,29,0
96,17,3,1,5,0,0,0,0,8,32,0
108,21,3,1,11,0,0,0,0,0,35,0
98,6,2,1,4,0,0,0,0,1,23,0
87,20,3,1,10,0,0,0,0,8,30,0
76,15,3,3,0,0,0,0,0,26,34,1
58,28,3,3,0,0,0,0,0,1,26,1
89,14,3,1,0,0,21,0,0,29,23,0
101,10,3,1,13,0,0,0,0,7,30,0
81,9,4,1,0,0,21,0,0,25,23,1
119,10,3,1,15,0,0,0,0,7,30,0
67,13,3,2,0,0,0,0,0,11,29,1
96,12,3,1,6,0,0,0,0,0,22,0
105,10,3,2,0,0,0,9,1,4,30,0
94,15,2,8,1,0,2,0,0,18,43,0
129,16,3,1,14,0,0,0,0,7,31,0
93,9,2,2,13,0,0,0,0,21,30,0
66,13,3,3,0,0,0,2,1,3,31,1
89,13,6,2,0,0,0,0,0,7,28,0
199,9,3,1,4,0,52,0,0,58,34,0
133,9,2,1,0,0,37,0,0,53,24,0
102,18,3,1,9,0,0,0,0,7,27,0
86,9,3,1,0,0,18,0,0,27,29,0
219,7,3,1,2,0,60,0,0,75,35,0
88,19,3,1,7,0,0,0,0,0,23,0
105,7,3,1,12,0,0,0,0,6,29,0
110,6,2,1,1,0,18,1,1,13,36,0
95,7,3,1,8,0,0,0,0,6,26,0
90,13,6,2,0,0,0,0,0,6,27,0
235,9,3,1,5,0,66,0,0,83,34,0
94,10,2,2,0,0,6,2,1,6,33,0
67,14,3,2,3,0,0,0,0,0,24,1
121,14,3,2,1,0,6,7,1,14,39,0
87,15,3,1,0,0,0,0,0,20,27,0
99,9,4,1,0,0,27,0,0,26,22,1
131,15,6,5,2,0,1,0,0,24,36,0
114,11,3,1,14,0,0,0,0,7,31,0
121,15,3,1,0,0,2,2,1,2,34,0
65,21,6,4,0,0,0,0,0,24,28,1
224,11,3,5,4,0,35,2,1,61,46,0
120,19,6,4,7,0,0,0,0,8,26,0
91,10,3,1,2,0,0,0,0,39,35,0
146,12,3,11,0,0,0,1,1,37,42,0
113,15,2,2,1,0,4,0,0,18,43,0
164,10,3,1,21,0,0,0,0,8,32,0
84,6,2,2,9,0,0,0,0,2,30,0
90,9,4,1,0,0,24,0,0,25,23,1
85,6,2,1,9,0,0,0,0,9,31,1
123,11,3,2,20,0,0,0,0,1,25,0
92,6,2,1,4,0,0,0,0,8,29,0
101,14,3,1,9,0,0,1,1,7,31,0
66,11,3,2,0,0,0,4,1,2,25,1
96,13,3,1,10,0,0,0,0,6,30,0
142,9,2,1,0,0,40,0,0,53,24,0
83,10,3,1,8,0,0,0,0,5,30,0
106,15,3,1,1,0,0,2,1,0,27,0
71,15,2,2,1,0,0,0,0,0,26,1
93,15,6,3,11,0,0,0,0,10,27,0
86,17,3,2,12,0,0,0,0,0,24,0
110,16,3,3,0,0,0,7,1,6,38,1
128,17,3,1,16,0,0,0,0,7,30,0
72,9,4,1,0,0,18,0,0,21,24,1
99,9,4,1,0,0,27,0,0,36,24,1
88,6,2,1,2,0,0,0,0,1,25,0
94,12,3,1,15,0,0,0,0,10,29,0
116,14,3,1,14,0,0,0,0,7,30,0
86,13,2,2,10,0,0,0,0,6,26,0
75,19,14,2,0,0,0,2,1,0,26,1
91,8,3,1,10,0,0,0,0,3,24,0
142,12,3,10,0,0,0,1,1,36,41,0
101,13,3,2,1,0,0,3,1,1,25,0
93,11,2,2,15,0,0,0,0,6,26,0
114,15,2,2,0,0,5,0,0,20,34,0
89,14,3,1,10,0,0,0,0,8,27,0
90,9,4,1,0,0,24,0,0,29,24,1
103,15,6,3,17,0,0,0,0,6,27,0
161,9,3,1,3,0,42,0,0,55,31,0
67,15,3,4,0,0,0,1,1,20,25,1
84,13,3,1,1,0,15,0,0,19,30,0
95,15,3,1,9,0,0,0,0,6,29,0
85,14,3,2,6,0,0,0,0,8,28,0
138,14,3,2,14,0,0,0,0,8,32,0
89,10,3,1,9,0,0,0,0,6,30,0
110,23,3,6,1,0,0,1,1,3,31,1
69,14,3,2,0,0,0,1,1,20,32,1
92,14,3,3,0,0,0,2,1,20,35,1
99,9,4,1,0,0,27,0,0,30,23,1
74,19,6,4,0,0,0,0,0,24,29,1
108,13,3,2,6,0,0,1,1,17,35,0
124,9,3,1,6,0,0,0,0,14,33,0
112,11,3,1,6,0,0,1,1,22,31,0
95,7,3,1,13,0,0,0,0,6,29,0
95,10,2,3,0,0,0,7,1,25,35,1
78,6,2,1,6,0,0,0,0,9,31,1
79,14,3,1,5,0,0,0,0,0,23,1
111,13,2,2,16,0,0,0,0,6,25,0
87,15,3,1,0,0,0,0,0,21,28,0
89,20,3,1,5,0,0,0,0,0,21,0
81,9,4,1,0,0,21,0,0,27,19,1
95,10,2,2,10,0,0,0,0,13,34,0
211,9,3,1,5,0,58,0,0,63,31,0
237,13,3,1,4,0,62,0,0,77,35,0
96,15,3,1,6,0,0,1,1,8,36,0
91,9,3,1,13,0,0,0,0,6,25,0
113,10,3,2,0,0,0,9,1,6,31,0
88,14,5,3,0,0,0,2,1,2,40,0
88,17,3,3,4,0,2,1,1,10,29,0
133,12,3,9,0,0,0,1,1,31,43,0
87,13,3,4,2,0,0,1,1,28,36,0
88,6,2,1,6,0,0,0,0,1,23,0
147,13,6,2,0,0,0,0,0,6,29,0
71,19,3,4,0,0,0,0,0,3,24,1
94,6,2,1,4,0,18,0,0,17,29,0
101,17,3,2,17,0,0,0,0,0,23,0
87,14,3,1,5,0,0,0,0,8,27,0
117,13,3,2,3,0,0,3,1,0,33,0
96,11,3,2,0,0,3,6,1,14,32,0
134,13,3,2,4,0,0,2,1,17,36,0
77,21,3,2,5,0,0,0,0,1,24,1
87,11,2,4,2,0,0,0,0,0,26,1
84,9,4,1,0,0,22,0,0,27,24,1
117,15,2,13,0,0,0,0,0,12,37,0
123,17,3,1,10,0,0,0,0,0,23,0
173,12,3,17,0,0,0,1,1,30,43,0
98,13,3,2,5,0,0,1,1,17,36,0
90,10,3,1,9,0,0,0,0,6,28,0
99,9,4,1,0,0,27,0,0,30,24,1
102,15,6,3,13,0,0,0,0,6,25,0
67,14,3,3,0,0,0,2,1,6,31,1
81,9,4,1,0,0,21,0,0,27,23,1
124,15,3,3,5,0,0,0,0,10,29,0
293,13,3,1,6,0,82,0,0,99,31,0
99,9,4,1,0,0,27,0,0,31,25,1
101,10,2,2,10,0,0,0,0,7,33,0
81,9,4,1,0,0,21,0,0,27,20,1
109,6,2,1,2,0,2,4,1,5,33,0
85,15,3,2,12,0,0,0,0,3,24,0
108,7,3,1,11,0,0,0,0,6,27,0
96,7,3,1,13,0,0,0,0,6,31,0
183,21,3,1,11,0,24,1,1,38,50,0
87,15,3,1,0,0,0,0,0,20,28,0
89,10,2,2,7,0,0,0,0,2,31,0
133,14,3,2,9,0,0,0,0,8,31,0
307,11,3,2,1,0,74,1,1,86,47,0
52,12,2,3,0,0,0,0,0,0,22,1
146,15,2,2,1,0,3,0,0,21,42,0
93,14,3,1,9,0,0,0,0,2,23,0
80,14,3,1,6,0,0,0,0,1,25,1
67,14,3,3,0,0,0,2,1,6,31,1
121,13,2,1,9,0,0,1,1,8,31,0
129,6,2,1,2,0,32,1,1,32,33,0
99,9,4,1,0,0,27,0,0,33,25,1
91,7,2,1,0,0,18,0,0,23,29,0
89,13,3,1,8,0,0,0,0,0,24,0
110,10,3,2,0,0,0,9,1,4,29,0
86,11,3,1,10,0,0,0,0,8,31,0
72,9,4,1,0,0,18,0,0,24,26,1
90,15,3,1,10,0,0,0,0,5,32,0
171,13,3,3,0,0,0,19,1,26,34,1
206,14,3,2,0,0,54,0,0,67,33,1
89,13,6,2,0,0,0,0,0,7,27,0
83,12,3,1,5,0,0,0,0,8,29,0
247,14,3,1,1,0,71,0,0,66,31,1
94,9,2,1,0,0,24,0,0,36,21,0
107,14,3,1,10,0,0,0,0,10,34,0
101,15,3,1,5,0,0,0,0,7,31,0
114,6,2,1,4,0,0,0,0,1,25,0
87,15,3,1,0,0,0,0,0,22,29,0
69,15,3,2,0,0,0,3,1,7,31,1
107,15,3,1,11,0,0,0,0,11,31,0
83,10,2,2,8,0,0,0,0,7,29,0
109,7,3,1,12,0,0,0,0,7,28,0
85,10,3,1,4,0,0,0,0,30,33,0
88,17,3,1,8,0,0,0,0,0,24,0
154,6,2,1,10,0,0,0,0,1,22,0
86,12,3,1,11,0,0,0,0,14,33,0
75,14,3,2,0,0,0,3,1,24,30,1
143,14,3,2,13,0,0,0,0,8,32,0
179,12,3,17,0,0,0,1,1,37,45,0
64,14,3,3,0,0,0,0,0,27,25,1
81,9,4,1,0,0,21,0,0,24,21,1
85,10,3,1,4,0,0,0,0,4,29,0
99,9,4,1,0,0,27,0,0,34,24,1
159,15,3,3,1,0,4,2,1,10,43,0
153,11,3,2,20,0,0,1,1,5,32,0
106,7,2,1,0,0,0,8,1,16,32,0
142,13,3,1,2,0,30,0,0,38,34,0
92,6,3,1,11,0,0,0,0,6,31,0
108,8,3,1,15,0,0,0,0,0,25,0
121,18,3,1,11,0,0,0,0,7,29,0
66,14,3,1,5,0,0,0,0,1,23,1
83,10,3,1,1,0,0,0,0,4,28,0
112,6,2,1,6,0,0,0,0,1,22,0
66,9,4,1,0,0,16,0,0,21,24,1
81,9,4,1,0,0,21,0,0,29,25,1
115,15,6,2,9,0,0,0,0,0,23,0
180,13,3,4,0,0,15,5,1,29,39,0
171,15,3,1,1,0,3,12,1,5,37,0
123,13,3,2,0,0,0,5,1,21,33,0
85,13,3,2,3,0,0,0,0,0,23,0
110,10,3,1,14,0,0,0,0,8,31,0
138,19,6,4,12,0,0,0,0,8,28,0
122,12,3,2,10,0,0,0,0,10,30,0
107,7,3,1,13,0,0,0,0,6,30,0
100,13,6,2,0,0,0,0,0,6,27,0
81,9,4,1,0,0,21,0,0,24,21,1
128,6,2,1,8,0,0,0,0,1,23,0
178,14,3,2,1,0,48,0,0,47,32,1
84,10,3,1,3,0,0,0,0,27,34,0
84,17,3,2,11,0,0,0,0,2,24,0
167,12,3,11,0,0,2,1,1,34,42,0
105,10,2,2,12,0,0,0,0,3,32,0
91,15,3,1,11,0,0,0,0,5,29,0
78,9,4,2,0,0,18,0,0,25,29,1
82,13,2,4,1,0,0,1,1,3,27,1
92,13,3,1,2,0,21,0,0,19,29,0
99,12,2,1,0,0,25,0,0,27,28,0
308,11,3,2,1,0,74,1,1,94,47,0
89,11,3,1,6,0,0,0,0,14,33,0
114,9,3,1,9,0,10,0,0,22,40,0
110,10,3,2,0,0,0,9,1,4,29,0
95,13,2,2,10,0,0,0,0,8,29,0
100,13,3,2,5,0,0,1,1,17,35,0
127,14,3,1,13,0,0,0,0,8,30,0
123,12,2,1,0,0,33,0,0,33,27,0
93,13,3,9,5,0,0,0,0,8,26,1
64,14,3,4,0,0,0,1,1,11,25,1
111,9,2,2,16,0,0,0,0,19,28,0
93,10,2,2,0,0,0,2,1,31,35,0
92,6,2,1,3,0,20,0,0,18,29,0
79,25,3,4,1,0,0,0,0,0,23,1
89,14,3,2,0,0,0,5,1,6,30,1
99,10,3,1,9,0,0,0,0,6,30,0
95,17,3,3,6,0,2,1,1,10,33,0
109,9,2,1,0,0,28,0,0,29,28,0
247,10,3,1,41,0,0,0,0,7,31,0
110,12,3,1,14,0,0,0,0,11,30,0
100,15,6,3,15,0,0,0,0,12,30,0
88,8,3,1,6,0,0,0,0,3,24,0
111,10,3,1,7,0,0,1,1,6,33,0
87,15,3,1,0,0,0,0,0,19,28,0
86,14,3,2,0,0,0,5,1,3,27,1
110,15,3,4,1,0,18,0,0,27,34,0
95,11,2,2,14,0,0,0,0,7,29,0
112,10,3,2,0,0,0,9,1,5,31,0
82,13,3,2,1,0,18,0,0,20,28,1
118,11,3,1,11,0,0,1,1,8,32,0
118,11,3,1,10,0,0,0,0,4,27,0
143,13,2,1,0,0,36,0,0,30,30,0
63,9,4,1,0,0,15,0,0,20,24,1
87,12,3,1,11,0,0,0,0,10,26,0
92,11,3,1,10,0,0,0,0,10,33,0
99,9,4,1,0,0,27,0,0,31,25,1
72,12,2,3,0,0,0,0,0,25,30,1
96,11,3,2,0,0,3,6,1,15,32,0
101,10,3,1,7,0,0,0,0,30,36,0
95,14,3,2,5,0,0,1,1,8,37,0
103,11,3,1,10,0,0,0,0,14,35,0
72,21,6,4,0,0,0,0,0,0,25,1
90,15,3,1,7,0,0,0,0,6,31,0
344,9,3,1,12,0,100,0,0,112,33,0
99,9,4,1,0,0,27,0,0,31,23,1
87,15,3,1,0,0,0,0,0,19,27,0
83,15,3,2,0,0,0,1,1,25,33,1
105,17,3,1,10,0,0,0,0,9,28,0
121,17,3,3,1,0,7,2,1,8,38,0
99,10,3,2,11,0,0,1,1,9,34,0
68,19,3,2,1,0,0,0,0,4,28,1
140,12,3,11,0,0,0,1,1,31,42,0
107,10,3,2,0,0,0,9,1,4,31,0
86,17,3,3,0,0,0,0,0,30,35,1
99,6,2,1,9,0,0,0,0,9,31,1
103,11,3,1,9,0,0,0,0,0,23,0
95,15,2,1,1,0,0,0,0,12,38,0
88,14,3,2,0,0,0,5,1,5,29,1
89,13,3,3,1,0,2,0,0,31,31,1
111,7,3,2,6,0,0,1,1,4,30,0
66,13,3,3,0,0,0,2,1,3,31,1
95,11,3,2,0,0,3,6,1,13,32,0
84,18,3,6,1,0,0,1,1,3,27,1
227,10,2,1,4,0,64,0,0,35,30,0
86,16,3,2,0,0,0,0,0,14,31,1
74,14,3,3,1,0,0,0,0,0,21,1
96,7,3,1,12,0,0,0,0,6,27,0
86,14,3,1,6,0,0,0,0,8,27,0
92,15,2,5,0,0,2,0,0,15,35,0
80,11,3,1,8,0,0,0,0,0,23,1
105,6,3,1,14,0,0,0,0,8,33,0
86,6,3,1,7,0,0,0,0,4,31,0
92,14,3,3,0,0,0,2,1,20,35,1
141,13,6,2,0,0,0,0,0,6,30,0
165,19,6,4,13,0,0,0,0,10,29,0
90,9,4,1,0,0,24,0,0,32,25,1
102,12,3,2,13,0,0,0,0,0,24,0
83,9,3,1,8,0,0,0,0,4,26,0
51,14,5,3,0,0,0,0,0,0,21,1
311,11,3,2,1,0,74,1,1,99,48,0
87,15,3,1,0,0,0,0,0,22,27,0
176,11,3,2,8,0,5,2,1,5,42,0
115,10,3,1,9,1,0,1,1,8,31,0
93,10,3,1,10,0,0,0,0,6,31,0
107,11,3,2,4,0,5,1,1,5,33,0
105,10,3,2,0,0,0,9,1,3,29,0
72,9,4,1,0,0,18,0,0,20,22,1
108,16,3,3,0,0,0,7,1,4,36,1
99,9,4,1,0,0,27,0,0,31,25,1
83,11,3,1,5,0,0,0,0,0,23,0
67,14,3,3,0,0,0,0,1,33,28,1
67,15,3,3,0,0,0,2,1,8,31,1
92,12,2,2,10,0,0,0,0,2,26,0
183,7,3,1,2,0,48,0,0,55,35,0
84,17,3,2,6,0,0,0,0,8,30,0
104,13,2,2,12,0,0,0,0,10,29,0
157,11,3,1,8,0,0,3,1,10,38,0
107,7,3,1,11,0,0,0,0,6,29,0
137,9,3,1,3,0,34,0,0,40,33,0
116,7,3,1,10,0,0,0,0,6,27,0
85,13,2,2,11,0,0,0,0,6,27,0
140,13,3,5,0,0,0,6,1,28,35,0
224,11,3,5,4,0,35,2,1,61,47,0
184,17,3,2,0,0,0,12,1,9,32,0
83,19,6,3,4,0,0,0,0,0,23,0
72,9,4,1,0,0,18,0,0,24,26,1
90,9,4,1,0,0,24,0,0,29,21,1
116,14,3,2,7,0,0,0,0,8,31,0
116,9,2,1,0,0,30,1,1,36,33,0
93,9,5,2,6,0,0,0,0,1,24,0
111,14,3,2,12,0,0,0,0,12,30,0
123,10,3,2,12,0,0,0,0,10,29,0
67,14,3,3,0,0,0,2,1,6,30,1
100,9,2,1,0,0,25,0,0,27,26,0
93,8,2,1,0,0,0,0,0,10,36,0
107,9,2,1,0,0,27,1,1,36,33,0
158,12,3,16,0,0,0,1,1,37,41,0
118,10,2,2,8,0,2,4,1,12,33,0
86,15,6,2,6,0,0,0,0,0,24,0
167,15,3,1,16,0,0,1,1,8,34,0
101,9,3,1,10,0,0,0,0,7,29,0
92,17,3,2,14,0,0,0,0,3,26,0
99,9,4,1,0,0,27,0,0,30,24,1
69,9,4,1,0,0,16,0,0,22,22,1
87,15,3,1,0,0,0,0,0,24,30,0
154,9,2,1,0,0,44,0,0,51,26,0
98,12,3,1,11,0,0,0,0,7,32,0
138,12,3,10,0,0,0,1,1,37,44,0
90,10,3,1,9,0,0,0,0,6,30,0
104,17,3,1,10,0,0,0,0,8,30,0
84,9,4,1,0,0,22,0,0,25,24,1
87,15,3,1,0,0,0,0,0,18,27,0
92,9,2,1,0,0,0,0,0,9,30,0
128,21,3,1,15,0,0,1,1,20,34,0
83,12,3,1,8,0,0,0,0,8,28,0
76,21,6,4,0,0,0,0,0,1,25,1
63,9,4,1,0,0,15,0,0,21,21,1
95,7,3,1,10,0,0,0,0,5,30,0
143,12,3,10,0,0,0,1,1,34,42,0
92,11,3,1,8,0,0,0,0,7,29,0
84,11,2,2,8,0,0,0,0,6,25,0
111,10,3,2,0,0,0,9,1,4,30,0
115,14,3,1,13,0,0,0,0,11,32,0
87,15,3,1,0,0,0,0,0,21,27,0
137,11,3,2,15,0,0,1,1,5,34,0
124,17,3,1,12,0,0,0,0,8,33,0
90,9,4,1,0,0,24,0,0,25,23,1
114,10,2,2,7,0,2,5,1,14,35,0
99,9,4,1,0,0,27,0,0,36,24,1
113,10,3,2,0,0,0,9,1,6,31,0
81,9,4,1,0,0,21,0,0,21,22,1
87,15,3,1,0,0,0,0,0,24,29,0
105,17,3,1,8,0,0,0,0,2,26,0
63,6,2,1,5,0,0,0,0,9,31,1
124,6,2,1,8,0,0,0,0,3,25,0
212,13,3,1,5,0,50,0,0,58,33,0
83,22,3,3,1,0,0,0,0,26,30,1
93,17,3,3,6,0,2,1,1,10,33,0
106,10,2,2,3,0,0,0,0,16,45,0
93,8,3,1,10,0,0,0,0,2,23,0
88,17,3,2,11,0,0,0,0,2,24,0
108,14,3,2,9,0,0,0,0,8,28,0
94,10,2,2,9,0,0,0,0,8,35,0
86,18,6,4,2,0,0,0,0,8,26,0
81,16,3,5,3,0,0,1,1,4,31,1
67,13,3,2,0,0,0,0,0,11,29,1
105,12,2,1,0,0,27,0,0,27,28,0
98,13,3,2,14,0,0,0,0,7,31,0
85,6,2,2,4,0,0,0,0,1,24,0
107,13,3,1,8,0,0,0,0,41,34,0
119,13,3,5,0,0,0,4,1,29,36,0
81,9,4,1,0,0,21,0,0,24,21,1
105,9,2,2,13,0,0,0,0,19,32,0
92,25,3,5,1,0,0,1,1,3,27,1
141,13,3,1,2,0,39,0,0,35,26,1
103,17,3,1,7,0,0,0,0,0,25,0
92,15,2,2,0,0,0,0,0,12,36,0
67,13,3,2,0,0,0,0,0,11,27,1
281,11,3,2,1,0,65,1,1,85,46,0
109,13,3,3,0,0,0,1,0,11,46,1
105,6,2,2,5,0,0,0,0,1,21,0
99,9,4,1,0,0,27,0,0,31,24,1
95,14,2,1,0,0,20,0,0,25,29,0
99,9,4,1,0,0,27,0,0,30,26,1
96,6,2,1,0,0,4,2,1,5,32,0
124,14,3,1,14,0,0,0,0,15,29,0
166,7,3,1,2,0,42,0,0,53,36,0
102,6,2,1,7,0,0,0,0,9,31,0
72,9,4,1,0,0,18,0,0,23,19,1
135,15,2,2,0,0,0,0,0,14,42,0
113,10,3,2,0,0,0,9,1,6,30,0
132,7,3,1,3,0,27,0,0,37,36,0
186,12,3,14,0,0,0,1,1,27,42,0
96,6,3,1,9,0,0,0,0,4,28,0
93,10,3,1,12,0,0,0,0,5,31,0
84,18,4,2,1,0,0,4,1,3,29,0
123,9,3,1,2,0,30,0,0,33,29,0
95,14,3,1,7,0,0,0,0,9,32,0
81,9,4,1,0,0,21,0,0,27,22,1
68,26,3,3,0,0,0,0,0,1,22,1
112,7,2,1,0,0,0,8,1,15,31,0
95,15,2,1,7,0,0,0,0,0,23,0
89,14,3,1,3,0,0,0,0,8,28,0
76,15,3,4,0,0,0,1,1,3,28,1
101,8,3,1,13,0,0,0,0,0,22,0
93,11,3,1,11,0,0,0,0,10,34,0
64,14,3,4,0,0,0,1,1,11,25,1
96,18,3,3,0,0,0,1,1,41,37,1
87,14,3,2,0,0,0,5,1,4,29,1
300,10,3,1,32,0,0,0,0,12,33,0
88,8,3,1,13,0,0,0,0,6,27,0
101,12,3,1,12,0,0,0,0,10,29,0
72,9,4,1,0,0,18,0,0,20,22,1
105,12,3,2,0,0,0,1,1,8,33,0
83,15,3,5,0,0,0,0,0,26,33,1
88,7,3,1,8,0,0,0,0,7,23,0
105,6,2,1,1,0,16,1,1,15,34,0
87,10,3,1,4,0,0,0,0,32,35,0
69,18,3,3,4,0,0,0,0,6,26,1
94,8,3,1,9,0,0,0,0,6,28,0
96,15,3,1,7,0,0,0,0,6,26,0
92,12,2,2,10,0,0,0,0,2,26,0
90,10,2,2,2,0,0,0,0,10,43,0
285,9,3,1,7,0,82,0,0,101,32,0
68,14,3,1,5,0,0,0,0,0,21,1
108,16,3,3,0,0,0,6,1,4,37,1
105,13,2,1,9,0,0,0,0,7,27,0
84,15,3,1,8,0,0,0,0,5,28,0
110,11,5,2,12,0,0,0,0,16,31,0
81,9,4,1,0,0,21,0,0,27,23,1
80,14,3,3,0,0,0,1,1,20,35,1
132,12,3,8,0,0,0,1,1,26,41,0
72,21,6,4,0,0,0,0,0,0,26,1
115,9,3,6,2,0,0,1,1,3,29,0
68,25,3,3,1,0,0,0,0,0,20,1
119,15,6,2,9,0,0,0,0,0,23,0
171,9,3,1,5,0,44,0,0,53,30,0
105,12,3,2,0,0,0,8,1,2,28,1
97,14,3,2,10,0,0,0,0,8,29,0
94,10,3,1,7,0,0,0,0,6,29,0
90,9,4,1,0,0,24,0,0,32,22,1
98,13,3,2,1,0,0,2,1,0,24,0
99,9,4,1,0,0,27,0,0,34,24,1
139,12,3,1,0,0,0,7,0,15,36,0
90,6,2,1,0,0,0,0,0,3,30,0
89,25,3,3,3,0,0,0,0,0,24,1
67,14,3,3,0,0,0,2,1,6,31,1
71,14,6,3,0,0,0,4,1,6,28,1
140,13,3,5,0,0,0,6,1,28,35,0
92,14,3,3,0,0,0,2,1,20,35,1
76,21,6,3,1,0,0,0,0,2,24,1
79,20,9,3,2,0,0,1,1,3,25,1
99,9,4,1,0,0,27,0,0,32,24,1
86,12,3,1,8,0,0,0,0,10,30,0
84,9,4,1,0,0,22,0,0,27,26,1
102,12,3,1,7,0,0,0,0,10,31,0
94,17,3,2,14,0,0,0,0,2,26,0
239,11,3,2,1,0,50,1,1,68,45,0
194,7,3,1,2,0,51,0,0,72,33,0
127,12,3,8,0,0,0,1,1,34,41,0
101,11,2,1,14,0,0,1,1,6,29,0
90,9,4,1,0,0,24,0,0,32,24,1
86,10,3,1,6,0,0,1,1,8,30,0
105,15,2,2,1,0,2,0,0,21,41,0
68,23,3,6,0,0,0,0,0,3,19,1
99,9,4,1,0,0,27,0,0,33,25,1
122,13,3,1,1,0,27,0,0,37,28,0
84,6,2,1,7,0,0,0,0,9,31,1
123,11,3,2,1,0,6,3,1,11,40,0
138,15,6,3,2,0,0,5,1,42,37,0
103,11,3,1,10,0,0,0,0,9,33,0
92,8,3,1,12,0,0,0,0,0,23,0
66,9,4,1,0,0,16,0,0,21,22,1
135,9,2,2,22,0,0,0,0,18,29,0
98,15,2,4,1,0,2,3,2,18,35,0
142,15,6,3,1,0,0,7,1,35,41,0
93,17,3,1,8,0,0,0,0,14,30,0
105,6,2,1,8,0,0,0,0,9,31,0
85,9,3,2,0,0,0,5,1,17,30,0
158,15,2,2,1,0,10,0,0,28,44,0
96,11,3,2,0,0,3,6,1,14,31,0
118,7,3,1,14,0,0,0,0,6,28,0
89,10,2,2,8,0,0,0,0,1,28,0
70,15,3,8,2,0,0,1,1,15,31,1
125,13,3,2,18,0,0,0,0,7,28,0
106,12,3,1,9,0,0,0,0,13,31,0
103,13,2,2,18,0,0,0,0,10,31,0
64,14,3,3,0,0,0,0,0,31,29,1
73,21,6,4,0,0,0,0,0,0,25,1
89,8,3,1,11,0,0,0,0,6,30,0
